Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST11717,20,Female,Uttar Pradesh,Civil,Tier-1,7.64,66.82,205,39,60,1,1,1,47.0,328,62.0,7,765,29,70,No,1,Placed,7.93
ST11718,22,Male,Karnataka,Mechanical,Tier-2,6.97,83.73,76,32,62,1,0,1,16.0,95,63.0,0,562,18,51,No,2,Not Placed,0.0
ST11719,21,Female,Karnataka,CSE,Tier-2,8.65,70.18,209,64,82,8,2,6,92.0,801,41.0,3,1554,19,63,No,3,Placed,10.3
ST11720,25,Female,Uttar Pradesh,IT,Tier-1,6.96,70.6,239,41,66,1,1,5,239.0,958,52.0,3,1760,22,65,Yes,4,Placed,12.09
ST11721,19,Female,Andhra Pradesh,EEE,Tier-2,8.5,71.21,108,35,66,3,2,5,35.0,340,41.0,2,520,17,61,No,2,Placed,7.46
ST11722,21,Male,Delhi,CSE,Tier-1,7.76,67.95,283,58,74,1,1,1,138.0,593,31.0,2,1911,11,66,No,2,Placed,13.34
ST11723,21,Male,Maharashtra,ECE,Tier-1,7.95,86.23,218,39,62,2,3,4,56.0,275,20.0,1,760,21,60,No,1,Placed,11.1
ST11724,20,Male,Kerala,AIML,Tier-3,7.04,82.54,153,58,51,3,2,1,38.0,222,41.0,2,1327,8,53,No,0,Placed,8.3
ST11725,19,Male,Tamil Nadu,AIML,Tier-3,6.36,66.6,171,21,47,3,0,1,69.0,367,,5,958,2,39,No,1,Not Placed,0.0
ST11726,19,Male,Tamil Nadu,Civil,Tier-2,6.86,95.67,127,28,36,4,3,7,50.0,203,61.0,3,642,20,37,Yes,4,Not Placed,0.0
ST11727,21,Male,Gujarat,AIML,Tier-1,7.99,83.12,272,23,60,9,0,3,92.0,1068,28.0,0,1456,21,58,No,0,Placed,20.87
ST11728,22,Male,Delhi,Civil,Tier-2,6.74,78.53,102,28,42,3,1,2,26.0,138,44.0,1,508,7,45,No,4,Not Placed,0.0
ST11729,22,Female,Uttarakhand,ECE,Tier-1,7.01,72.32,174,83,67,6,0,2,109.0,378,32.0,1,780,18,61,Yes,1,Placed,9.52
ST11730,20,Male,Uttar Pradesh,Chemical,Tier-2,8.1,84.1,200,40,73,7,0,3,61.0,279,17.0,1,865,22,72,No,0,Not Placed,0.0
ST11731,23,Male,Karnataka,Mechanical,Tier-3,7.68,75.31,97,48,79,2,1,2,21.0,300,43.0,1,471,22,61,No,4,Placed,4.51
ST11732,21,Female,Chhattisgarh,IT,Tier-2,6.38,63.37,156,25,48,7,0,3,37.0,1112,30.0,2,1229,17,52,Yes,2,Placed,7.52
ST11733,24,Male,Telangana,CSE,Tier-3,8.34,76.4,195,43,52,2,2,11,123.0,1089,34.0,2,1554,12,47,No,5,Placed,10.38
ST11734,19,Female,West Bengal,Civil,Tier-3,8.41,73.68,219,47,41,4,2,2,47.0,338,5.0,3,907,13,53,No,1,Placed,4.82
ST11735,23,Female,Maharashtra,Mechanical,Tier-1,7.51,65.29,166,51,46,3,4,2,46.0,328,33.0,3,789,18,55,Yes,4,Placed,3.11
ST11736,23,Female,Tamil Nadu,CSE,Tier-2,6.03,76.26,193,27,57,4,2,1,224.0,681,1.0,2,1580,8,51,No,2,Placed,12.73
ST11737,23,Female,Jharkhand,Chemical,Tier-1,6.54,72.05,185,48,32,2,0,3,49.0,261,5.0,1,927,11,35,No,3,Not Placed,0.0
ST11738,22,Female,Odisha,ECE,Tier-2,7.0,71.83,223,27,66,2,0,4,89.0,347,5.0,1,865,27,71,No,0,Placed,9.2
ST11739,21,Other,Jharkhand,CSE,Tier-1,8.75,90.17,326,46,55,5,0,9,155.0,960,40.0,4,2426,25,56,No,1,Placed,21.07
ST11740,22,Male,Haryana,AIML,Tier-2,7.61,75.48,222,36,48,4,2,2,241.0,816,6.0,3,1771,31,49,No,4,Placed,10.83
ST11741,21,Male,Telangana,Civil,Tier-2,6.45,79.24,142,39,29,2,1,0,44.0,423,30.0,3,820,7,45,No,4,Not Placed,0.0
ST11742,21,Female,Andhra Pradesh,IT,Tier-3,8.58,70.04,231,50,33,6,3,8,114.0,796,26.0,4,1438,28,38,No,3,Placed,20.49
ST11743,25,Male,Maharashtra,Mechanical,Tier-2,7.45,68.29,197,60,65,4,2,3,73.0,576,6.0,0,777,21,62,Yes,5,Not Placed,0.0
ST11744,20,Male,Punjab,IT,Tier-1,8.42,76.95,283,58,68,8,3,2,117.0,550,23.0,3,1747,29,54,Yes,7,Placed,20.07
ST11745,21,Male,Rajasthan,CSE,Tier-1,7.47,74.57,245,41,59,5,1,1,118.0,865,29.0,0,1482,16,62,No,0,Placed,23.89
ST11746,23,Male,Gujarat,CSE,Tier-1,6.11,71.62,280,25,65,2,1,5,132.0,635,19.0,1,2043,4,55,No,2,Placed,7.07
ST11747,20,Male,Uttar Pradesh,Civil,Tier-2,5.99,76.19,130,27,42,1,0,4,38.0,216,27.0,1,853,19,41,Yes,2,Placed,2.13
ST11748,20,Female,Tamil Nadu,CSE,Tier-3,6.63,96.54,149,27,19,5,0,7,115.0,903,11.0,2,801,5,37,No,4,Not Placed,0.0
ST11749,20,Male,Punjab,Chemical,Tier-2,7.75,63.51,94,40,68,2,2,7,51.0,184,36.0,4,643,16,68,No,3,Not Placed,0.0
ST11750,22,Male,Chhattisgarh,AIML,Tier-3,7.71,70.38,236,58,62,5,0,7,65.0,587,53.0,2,1661,13,67,No,4,Placed,6.91
ST11751,23,Female,Uttar Pradesh,Chemical,Tier-3,8.93,81.36,132,63,45,2,3,1,77.0,374,23.0,3,839,13,55,Yes,3,Placed,7.73
ST11752,19,Female,Maharashtra,CSE,Tier-2,7.48,87.59,264,59,74,2,1,6,100.0,1374,50.0,3,1585,18,62,Yes,4,Placed,7.08
ST11753,22,Male,Madhya Pradesh,ECE,Tier-3,7.26,71.65,75,25,30,7,0,5,39.0,200,1.0,1,498,11,45,No,2,Placed,5.82
ST11754,21,Male,Gujarat,CSE,Tier-3,6.52,70.7,156,46,62,9,2,2,63.0,1468,26.0,2,1160,15,49,No,2,Placed,10.26
ST11755,22,Male,West Bengal,AIML,Tier-2,8.27,73.59,256,34,44,1,1,2,183.0,602,0.0,2,2320,19,48,No,0,Placed,20.04
ST11756,22,Female,Bihar,Civil,Tier-2,8.73,81.62,214,53,48,6,2,3,61.0,292,17.0,0,950,14,51,Yes,1,Placed,12.01
ST11757,24,Male,West Bengal,CSE,Tier-2,6.96,72.06,193,33,37,3,4,2,117.0,725,7.0,0,1161,15,44,No,2,Placed,12.56
ST11758,20,Female,Delhi,Civil,Tier-3,7.24,78.88,205,45,64,6,0,4,61.0,339,50.0,0,718,8,56,Yes,3,Not Placed,0.0
ST11759,20,Female,Gujarat,EEE,Tier-2,7.79,83.49,150,58,70,2,2,5,44.0,555,47.0,2,589,23,67,No,1,Placed,3.69
ST11760,21,Male,Telangana,Mechanical,Tier-2,6.81,69.11,241,33,51,3,5,3,67.0,467,37.0,6,932,16,49,No,1,Placed,6.66
ST11761,21,Male,Tamil Nadu,IT,Tier-2,5.99,75.82,155,22,51,3,2,3,108.0,674,38.0,2,1541,14,51,No,2,Placed,13.96
ST11762,21,Female,Tamil Nadu,Chemical,Tier-2,7.62,69.09,158,33,75,4,1,4,37.0,419,32.0,3,570,25,68,No,2,Placed,2.38
ST11763,19,Female,Gujarat,Civil,Tier-3,7.83,76.59,108,57,51,0,1,2,27.0,254,0.0,2,750,20,51,No,3,Not Placed,0.0
ST11764,20,Male,Karnataka,Civil,Tier-3,6.55,66.24,103,39,45,2,0,1,68.0,254,0.0,3,800,10,60,No,3,Not Placed,0.0
ST11765,24,Male,Bihar,CSE,Tier-3,7.33,61.81,169,27,20,6,1,7,122.0,613,9.0,5,1731,0,40,No,2,Not Placed,0.0
ST11766,19,Female,Uttar Pradesh,AIML,Tier-1,9.5,86.82,311,57,82,6,0,7,191.0,1895,37.0,3,1892,27,66,No,3,Placed,38.55
ST11767,21,Female,West Bengal,Civil,Tier-2,8.43,69.8,147,56,39,0,0,5,35.0,271,12.0,1,889,14,42,No,3,Placed,2.31
ST11768,22,Male,Maharashtra,EEE,Tier-3,7.77,69.68,147,77,55,2,2,2,38.0,396,47.0,0,723,26,56,No,2,Placed,7.25
ST11769,18,Male,Uttar Pradesh,IT,Tier-1,7.29,70.79,263,24,44,4,0,5,83.0,462,30.0,6,1523,5,45,Yes,1,Placed,11.76
ST11770,20,Female,Uttar Pradesh,ECE,Tier-2,8.03,88.99,163,45,62,5,1,4,59.0,260,62.0,1,776,16,49,Yes,3,Placed,9.3
ST11771,21,Male,Rajasthan,ECE,Tier-3,5.95,80.41,118,22,42,3,0,4,32.0,155,0.0,1,646,19,45,Yes,3,Not Placed,0.0
ST11772,21,Male,Maharashtra,ECE,Tier-2,7.41,61.94,125,56,43,3,0,4,27.0,276,1.0,2,752,20,55,Yes,3,Not Placed,0.0
ST11773,20,Male,Uttar Pradesh,ECE,Tier-2,7.05,63.89,230,30,25,3,1,4,110.0,431,4.0,3,754,14,37,No,2,Not Placed,0.0
ST11774,22,Male,Kerala,ECE,Tier-2,8.13,89.16,138,37,49,4,3,3,42.0,326,23.0,3,684,26,48,Yes,6,Placed,5.3
ST11775,20,Male,West Bengal,IT,Tier-1,5.89,84.16,214,35,35,6,3,3,130.0,1050,21.0,2,1664,15,42,No,2,Placed,10.48
ST11776,18,Male,Punjab,ECE,Tier-3,9.48,83.69,109,46,51,6,0,4,34.0,231,0.0,4,540,24,46,No,2,Placed,4.19
ST11777,18,Male,Rajasthan,CSE,Tier-2,7.12,73.75,226,55,60,3,0,6,99.0,392,38.0,3,1752,17,73,No,2,Placed,6.65
ST11778,20,Male,West Bengal,CSE,Tier-2,8.87,77.94,318,75,58,5,1,3,103.0,1283,51.0,2,1856,20,59,No,2,Placed,20.17
ST11779,21,Male,Uttar Pradesh,Mechanical,Tier-2,8.11,74.43,126,29,45,2,2,2,40.0,241,48.0,2,586,34,41,No,4,Not Placed,0.0
ST11780,24,Male,Uttar Pradesh,Chemical,Tier-2,7.77,66.14,118,52,41,4,0,1,36.0,204,0.0,3,724,9,45,No,1,Not Placed,0.0
ST11781,19,Male,Maharashtra,AIML,Tier-3,7.55,79.95,188,55,59,3,0,6,66.0,479,39.0,1,1969,27,59,Yes,2,Placed,8.35
ST11782,21,Male,Karnataka,Civil,Tier-1,7.81,68.4,226,35,97,7,0,2,102.0,554,39.0,2,827,13,69,No,2,Placed,20.68
ST11783,21,Male,Andhra Pradesh,EEE,Tier-2,7.09,77.25,177,47,50,5,0,0,61.0,300,10.0,2,844,0,57,No,0,Placed,8.47
ST11784,22,Female,Madhya Pradesh,Chemical,Tier-3,7.71,74.9,126,57,59,2,2,3,40.0,620,56.0,4,820,21,55,Yes,3,Not Placed,0.0
ST11785,22,Male,Delhi,IT,Tier-1,7.58,81.91,351,31,57,5,1,2,220.0,836,15.0,3,2114,15,47,Yes,1,Not Placed,0.0
ST11786,18,Female,Uttar Pradesh,Mechanical,Tier-3,7.81,70.2,119,33,47,4,2,0,62.0,297,49.0,0,723,17,47,No,1,Not Placed,0.0
ST11787,22,Male,Haryana,ECE,Tier-2,7.85,66.18,156,39,45,4,1,2,38.0,267,40.0,3,637,5,38,No,0,Placed,5.02
ST11788,20,Male,Uttar Pradesh,Chemical,Tier-2,7.16,65.83,82,38,63,5,0,3,24.0,192,27.0,3,681,23,65,Yes,4,Not Placed,0.0
ST11789,22,Male,Tamil Nadu,CSE,Tier-1,7.32,73.28,324,32,34,3,3,4,79.0,463,38.0,0,1962,20,39,No,2,Placed,10.22
ST11790,20,Male,Maharashtra,CSE,Tier-2,7.73,73.64,180,67,16,4,2,4,48.0,439,8.0,2,1318,20,33,Yes,1,Placed,11.38
ST11791,22,Male,Haryana,Civil,Tier-2,7.86,66.17,138,45,51,7,1,3,118.0,426,62.0,1,707,9,41,No,1,Placed,9.33
ST11792,22,Female,Delhi,CSE,Tier-2,7.08,68.92,254,30,71,5,2,6,142.0,1070,48.0,1,1907,15,54,No,0,Placed,10.08
ST11793,22,Male,Delhi,Civil,Tier-3,6.49,71.33,79,42,60,6,1,2,29.0,132,23.0,2,556,18,64,No,3,Not Placed,0.0
ST11794,20,Male,Gujarat,CSE,Tier-3,7.57,79.16,197,33,58,2,0,3,83.0,555,58.0,1,1441,21,60,No,2,Not Placed,0.0
ST11795,22,Male,Delhi,CSE,Tier-3,7.65,74.32,196,31,78,9,1,10,74.0,1100,22.0,4,1247,4,64,Yes,2,Placed,11.42
ST11796,22,Female,Tamil Nadu,IT,Tier-3,7.45,78.75,225,44,71,3,5,4,60.0,764,44.0,3,1714,16,66,No,1,Placed,5.31
ST11797,21,Male,Delhi,Mechanical,Tier-2,7.42,74.04,116,20,51,2,1,3,49.0,303,26.0,0,681,11,52,Yes,4,Not Placed,0.0
ST11798,20,Male,Karnataka,EEE,Tier-1,8.42,77.3,191,43,56,4,2,3,65.0,406,47.0,0,817,19,55,No,4,Placed,6.1
ST11799,20,Male,Tamil Nadu,Civil,Tier-3,6.52,74.38,96,21,23,2,0,5,47.0,242,3.0,0,503,11,32,No,2,Not Placed,0.0
ST11800,20,Other,Andhra Pradesh,EEE,Tier-1,7.04,64.18,295,43,63,7,1,2,66.0,411,59.0,2,1095,14,63,No,0,Placed,13.85
ST11801,22,Female,Maharashtra,EEE,Tier-3,6.86,85.17,83,34,74,3,0,1,18.0,213,38.0,3,710,26,64,No,3,Not Placed,0.0
ST11802,21,Male,Haryana,EEE,Tier-2,7.4,74.23,140,37,72,2,0,0,67.0,434,30.0,2,607,18,57,No,1,Placed,4.11
ST11803,22,Male,Maharashtra,IT,Tier-2,6.96,71.66,402,19,74,3,0,3,,835,31.0,2,2189,20,63,Yes,3,Placed,11.7
ST11804,22,Female,Uttar Pradesh,EEE,Tier-3,6.83,73.59,134,51,50,3,0,5,33.0,409,25.0,2,799,0,44,No,1,Not Placed,0.0
ST11805,22,Male,Telangana,Chemical,Tier-2,8.27,84.44,179,41,48,4,1,2,50.0,404,8.0,2,678,12,41,No,3,Not Placed,0.0
ST11806,22,Male,Gujarat,Chemical,Tier-2,7.43,76.69,91,36,61,2,0,3,80.0,306,40.0,1,709,14,65,Yes,1,Not Placed,0.0
ST11807,21,Male,Karnataka,CSE,Tier-3,8.03,80.16,202,21,61,5,0,2,65.0,753,8.0,3,1888,13,50,Yes,4,Not Placed,0.0
ST11808,21,Male,Haryana,ECE,Tier-2,7.5,74.64,174,56,53,2,2,0,54.0,505,0.0,3,473,34,52,No,1,Not Placed,0.0
ST11809,20,Male,Uttar Pradesh,EEE,Tier-2,6.89,64.5,102,32,66,1,2,1,78.0,345,53.0,2,525,28,65,No,1,Placed,7.81
ST11810,23,Male,Tamil Nadu,Mechanical,Tier-3,8.29,58.36,104,41,41,1,0,2,52.0,297,38.0,2,687,16,47,No,3,Not Placed,0.0
ST11811,24,Female,Maharashtra,IT,Tier-2,7.16,78.71,191,58,56,4,2,6,62.0,1120,54.0,0,1558,7,45,No,2,Placed,21.9
ST11812,21,Male,Bihar,Chemical,Tier-2,7.79,81.98,155,31,47,6,3,4,65.0,452,46.0,3,904,14,59,No,2,Placed,8.32
ST11813,24,Male,Uttar Pradesh,IT,Tier-2,8.12,67.61,253,45,57,6,0,4,101.0,1209,40.0,3,1616,25,50,No,2,Placed,9.91
ST11814,25,Male,Uttar Pradesh,AIML,Tier-3,7.19,63.79,202,50,53,1,2,2,125.0,664,18.0,2,1795,6,58,No,1,Not Placed,0.0
ST11815,21,Female,Karnataka,Mechanical,Tier-1,7.53,65.92,261,42,63,6,1,5,72.0,734,27.0,0,911,19,61,Yes,4,Placed,8.33
ST11816,22,Male,Telangana,EEE,Tier-3,6.68,66.9,109,35,37,0,1,3,25.0,572,60.0,0,577,30,38,No,2,Not Placed,0.0
ST11817,22,Male,Tamil Nadu,Civil,Tier-2,7.59,67.6,130,46,34,5,2,8,35.0,218,8.0,0,479,30,27,No,3,Not Placed,0.0
ST11818,20,Male,Karnataka,CSE,Tier-2,6.85,72.45,252,42,84,2,2,4,178.0,1367,85.0,2,1658,12,82,No,4,Placed,12.59
ST11819,19,Male,Rajasthan,CSE,Tier-1,7.51,74.81,380,37,74,6,1,4,94.0,782,49.0,2,2500,11,45,No,2,Placed,21.03
ST11820,21,Male,Madhya Pradesh,Chemical,Tier-3,7.04,72.46,95,45,46,2,1,2,39.0,345,17.0,5,658,33,48,No,2,Not Placed,0.0
ST11821,22,Male,Tamil Nadu,ECE,Tier-1,7.26,69.12,195,52,78,2,1,5,43.0,371,37.0,1,829,18,73,Yes,3,Placed,6.93
ST11822,20,Male,Tamil Nadu,AIML,Tier-3,7.57,67.38,180,37,50,3,1,0,51.0,675,37.0,2,1397,14,34,No,3,Placed,8.08
ST11823,22,Male,Uttar Pradesh,Mechanical,Tier-1,8.72,67.03,179,57,84,3,1,2,39.0,490,41.0,0,623,29,71,Yes,5,Placed,11.04
ST11824,22,Female,Bihar,Chemical,Tier-3,8.01,71.08,132,71,39,4,1,2,64.0,405,5.0,4,757,15,37,No,0,Placed,2.01
ST11825,22,Male,Delhi,Chemical,Tier-3,5.69,72.1,66,40,33,2,0,4,56.0,280,11.0,1,291,29,35,No,3,Not Placed,0.0
ST11826,20,Male,Karnataka,Chemical,Tier-2,7.53,62.18,104,40,37,4,2,9,42.0,208,16.0,1,600,25,49,Yes,3,Placed,2.13
ST11827,21,Female,West Bengal,CSE,Tier-1,9.63,79.77,401,41,58,3,1,5,125.0,621,76.0,6,2218,36,67,Yes,4,Placed,11.89
ST11828,20,Female,Uttar Pradesh,Civil,Tier-1,7.82,67.06,213,36,32,5,2,4,,370,33.0,2,1027,25,39,Yes,2,Placed,8.94
ST11829,20,Male,Maharashtra,CSE,Tier-3,7.07,62.93,277,27,47,5,1,2,133.0,535,68.0,2,1671,14,53,No,2,Not Placed,0.0
ST11830,19,Female,Odisha,IT,Tier-3,8.43,83.18,215,41,37,4,1,3,63.0,1119,2.0,6,1420,23,41,No,3,Not Placed,0.0
ST11831,19,Male,Maharashtra,CSE,Tier-3,7.33,81.5,189,56,42,3,1,2,131.0,575,36.0,1,1538,11,52,No,1,Placed,5.81
ST11832,20,Female,Uttar Pradesh,IT,Tier-2,8.49,80.12,394,62,63,3,0,5,116.0,579,19.0,2,2071,19,56,No,5,Placed,10.22
ST11833,21,Male,West Bengal,AIML,Tier-3,7.2,64.18,188,63,57,4,2,5,64.0,1106,41.0,2,1284,21,63,Yes,0,Placed,2.13
ST11834,21,Male,Delhi,Civil,Tier-3,7.7,79.95,126,31,24,0,1,1,45.0,278,33.0,3,519,31,37,No,2,Not Placed,0.0
ST11835,20,Male,Maharashtra,Chemical,Tier-2,6.96,76.92,208,35,70,2,0,2,72.0,339,71.0,2,1061,17,61,Yes,4,Not Placed,0.0
ST11836,23,Male,Delhi,CSE,Tier-1,8.59,90.96,380,24,52,3,2,5,168.0,1044,41.0,1,2353,35,50,No,3,Placed,40.68
ST11837,21,Male,Gujarat,CSE,Tier-2,7.46,69.6,198,53,23,3,2,4,264.0,858,14.0,3,1975,14,34,No,3,Placed,22.0
ST11838,24,Female,Haryana,CSE,Tier-2,7.61,76.46,251,65,22,6,1,1,254.0,1160,10.0,3,1553,32,32,Yes,1,Placed,10.54
ST11839,22,Male,Karnataka,ECE,Tier-3,8.14,69.31,117,31,64,2,0,3,30.0,222,39.0,1,532,15,59,No,2,Placed,4.07
ST11840,18,Male,Maharashtra,Civil,Tier-3,7.74,60.96,97,69,54,1,2,6,48.0,221,36.0,2,328,24,60,No,1,Placed,3.05
ST11841,23,Male,Bihar,Mechanical,Tier-3,7.2,59.72,81,42,65,2,1,3,41.0,415,60.0,2,698,22,63,No,1,Not Placed,0.0
ST11842,23,Male,Gujarat,ECE,Tier-1,6.57,70.93,124,45,95,2,1,0,40.0,320,46.0,4,654,20,71,No,1,Placed,6.35
ST11843,22,Female,Telangana,Chemical,Tier-3,7.25,67.53,189,24,43,4,1,7,41.0,613,32.0,2,716,22,47,No,0,Not Placed,0.0
ST11844,21,Female,Gujarat,ECE,Tier-3,7.04,75.7,99,46,69,4,1,3,98.0,452,47.0,3,435,29,64,No,1,Not Placed,0.0
ST11845,21,Male,Karnataka,Mechanical,Tier-2,7.51,78.08,114,56,44,6,0,2,42.0,217,24.0,1,657,14,42,No,0,Not Placed,0.0
ST11846,21,Male,Odisha,ECE,Tier-3,7.17,72.6,97,29,40,4,0,4,65.0,441,19.0,3,572,3,39,No,4,Not Placed,0.0
ST11847,22,Male,West Bengal,EEE,Tier-2,8.56,66.09,153,52,68,3,1,3,37.0,248,48.0,4,656,23,59,No,4,Placed,1.92
ST11848,21,Female,Kerala,IT,Tier-2,7.95,68.1,193,47,35,2,1,0,107.0,677,36.0,1,1801,6,40,No,3,Not Placed,0.0
ST11849,20,Male,Andhra Pradesh,CSE,Tier-3,7.05,73.77,155,38,23,4,1,2,162.0,474,6.0,4,1005,33,38,Yes,7,Not Placed,0.0
ST11850,19,Male,Punjab,EEE,Tier-1,8.34,78.59,326,64,43,5,1,2,72.0,521,32.0,1,1000,19,48,No,1,Placed,8.55
ST11851,19,Male,Tamil Nadu,AIML,Tier-3,8.57,79.44,233,47,35,5,1,5,148.0,622,25.0,1,1722,13,41,Yes,6,Placed,7.1
ST11852,20,Male,Karnataka,ECE,Tier-2,6.96,77.89,76,48,38,3,1,5,21.0,133,41.0,1,578,20,49,No,1,Placed,9.05
ST11853,21,Male,Tamil Nadu,EEE,Tier-2,7.3,71.25,91,54,44,3,0,3,105.0,341,9.0,5,677,15,52,No,3,Placed,6.22
ST11854,23,Female,Madhya Pradesh,ECE,Tier-3,6.77,72.7,117,12,63,1,0,4,52.0,260,22.0,2,703,6,55,No,2,Not Placed,0.0
ST11855,20,Male,Gujarat,CSE,Tier-1,8.06,79.26,291,43,69,8,2,6,122.0,544,48.0,3,1791,15,62,No,3,Placed,20.38
ST11856,20,Male,Telangana,Mechanical,Tier-1,9.52,86.8,213,45,57,5,1,4,130.0,558,32.0,3,946,20,49,No,1,Placed,12.98
ST11857,20,Male,Karnataka,CSE,Tier-2,8.5,76.68,209,41,62,5,0,5,76.0,773,31.0,5,1801,21,63,No,3,Placed,10.93
ST11858,21,Male,Delhi,CSE,Tier-2,7.23,72.36,183,30,80,6,3,6,109.0,523,42.0,2,1389,27,72,No,1,Placed,10.18
ST11859,21,Female,Delhi,IT,Tier-2,8.04,77.46,245,37,62,2,4,2,115.0,608,34.0,3,1670,14,42,Yes,3,Placed,7.6
ST11860,21,Female,Andhra Pradesh,CSE,Tier-3,8.4,76.76,195,22,63,3,1,4,49.0,579,58.0,3,1860,26,55,No,0,Placed,6.58
ST11861,24,Female,Rajasthan,IT,Tier-1,6.37,68.03,250,25,59,3,3,3,60.0,349,17.0,3,2028,4,59,No,0,Placed,11.55
ST11862,25,Female,Karnataka,Mechanical,Tier-3,6.5,65.92,302,19,60,2,0,4,66.0,547,10.0,0,786,4,64,No,3,Not Placed,0.0
ST11863,23,Male,Telangana,Mechanical,Tier-3,8.14,63.59,150,34,62,5,0,2,91.0,558,13.0,4,725,21,51,No,1,Placed,6.26
ST11864,22,Male,Tamil Nadu,ECE,Tier-1,6.5,74.1,192,43,30,4,2,3,50.0,263,39.0,1,853,12,33,No,1,Not Placed,0.0
ST11865,21,Male,Karnataka,CSE,Tier-2,7.56,77.01,205,58,91,3,1,0,154.0,530,16.0,2,1512,16,68,No,2,Placed,10.07
ST11866,21,Female,Tamil Nadu,Chemical,Tier-2,8.12,77.38,142,50,48,3,1,3,50.0,470,33.0,0,915,12,52,Yes,1,Not Placed,0.0
ST11867,21,Female,Punjab,Civil,Tier-3,7.62,76.83,106,47,40,2,2,1,28.0,171,5.0,4,732,20,48,No,1,Not Placed,0.0
ST11868,22,Male,Maharashtra,CSE,Tier-1,7.67,72.95,321,31,62,8,0,6,137.0,1016,37.0,3,2149,24,52,No,2,Placed,41.21
ST11869,20,Male,Tamil Nadu,EEE,Tier-2,8.67,90.4,271,37,83,2,2,0,80.0,388,64.0,4,720,34,71,No,4,Placed,9.24
ST11870,20,Female,Andhra Pradesh,Chemical,Tier-3,8.06,81.56,139,43,22,3,1,5,36.0,209,1.0,1,761,31,39,No,2,Not Placed,0.0
ST11871,19,Male,Uttar Pradesh,Chemical,Tier-2,9.37,93.17,165,51,66,5,1,6,69.0,428,60.0,2,639,23,53,No,1,Placed,9.64
ST11872,21,Male,Haryana,IT,Tier-2,6.55,65.9,236,42,50,2,1,4,261.0,798,12.0,9,1764,24,44,Yes,2,Placed,5.76
ST11873,22,Male,Punjab,EEE,Tier-3,6.9,71.27,97,42,58,4,0,4,66.0,213,53.0,0,614,22,61,No,1,Not Placed,0.0
ST11874,18,Male,West Bengal,EEE,Tier-2,7.44,73.0,163,45,45,9,2,3,89.0,369,12.0,1,711,19,52,No,1,Not Placed,0.0
ST11875,21,Male,Tamil Nadu,Mechanical,Tier-3,8.46,86.8,212,70,47,2,1,2,57.0,269,2.0,0,1024,24,43,No,2,Placed,2.26
ST11876,21,Female,Maharashtra,Chemical,Tier-3,7.98,60.66,97,43,39,3,0,4,61.0,301,8.0,4,599,20,49,Yes,5,Not Placed,0.0
ST11877,22,Female,Tamil Nadu,ECE,Tier-2,7.16,76.8,142,47,57,2,0,2,68.0,424,0.0,3,930,17,55,Yes,4,Placed,4.97
ST11878,19,Male,Delhi,CSE,Tier-3,6.52,71.97,228,54,38,3,0,0,72.0,467,44.0,6,1936,19,43,No,1,Not Placed,0.0
ST11879,19,Male,Maharashtra,Mechanical,Tier-3,6.42,77.87,64,37,50,1,0,2,42.0,221,46.0,4,671,15,45,Yes,6,Not Placed,0.0
ST11880,22,Male,Haryana,Chemical,Tier-2,8.98,74.83,183,47,61,4,2,2,39.0,251,39.0,0,740,18,58,No,1,Placed,1.5
ST11881,21,Male,Jharkhand,Civil,Tier-3,7.33,61.3,67,24,81,3,0,5,26.0,128,42.0,0,452,27,73,No,0,Not Placed,0.0
ST11882,23,Male,Rajasthan,CSE,Tier-2,7.67,87.8,193,25,58,6,0,6,49.0,536,17.0,5,1466,11,50,No,0,Placed,12.09
ST11883,21,Female,Uttar Pradesh,Civil,Tier-1,6.9,72.02,211,47,55,3,1,5,57.0,324,33.0,1,853,10,58,No,2,Placed,7.56
ST11884,24,Female,Punjab,CSE,Tier-3,7.38,80.29,181,42,39,1,2,4,142.0,637,28.0,2,1488,8,52,No,1,Placed,5.44
ST11885,20,Male,Tamil Nadu,Chemical,Tier-2,6.77,69.52,114,46,42,0,0,2,52.0,205,50.0,2,632,21,40,No,0,Not Placed,0.0
ST11886,21,Female,Odisha,Mechanical,Tier-3,7.46,81.85,62,38,41,2,1,3,18.0,329,44.0,2,656,4,44,No,1,Not Placed,0.0
ST11887,25,Male,Uttar Pradesh,CSE,Tier-2,7.22,78.52,278,30,44,4,1,3,234.0,1356,31.0,4,1777,21,43,No,4,Placed,11.55
ST11888,19,Female,Gujarat,CSE,Tier-3,6.74,80.14,169,22,67,4,1,5,78.0,400,63.0,2,1137,4,64,No,3,Placed,7.63
ST11889,22,Male,Maharashtra,AIML,Tier-3,8.37,74.48,209,48,49,5,0,5,150.0,484,3.0,2,1378,19,47,Yes,3,Not Placed,0.0
ST11890,18,Female,West Bengal,AIML,Tier-3,8.44,86.49,199,39,45,4,1,5,268.0,702,27.0,5,1843,23,48,No,0,Not Placed,0.0
